,mass_in[kt/month],total_mass_coast[kt],total_mass_surf[kt],total_mass_deep[kt],mass_removed_coast[kt/month],mass_removed_sinking[kt/month],mass_removed_frag[kt/month],mass_tot_l=1638.4mm[kt],mass_tot_l=819.2mm[kt],mass_tot_l=409.6mm[kt],mass_tot_l=204.8mm[kt],mass_tot_l=102.4mm[kt],mass_tot_l=51.2mm[kt],mass_tot_l=25.6mm[kt],mass_tot_l=12.8mm[kt],mass_tot_l=6.4mm[kt],mass_tot_l=3.2mm[kt],mass_tot_l=1.6mm[kt],mass_tot_l=0.8mm[kt],mass_tot_l=0.4mm[kt],mass_tot_l=0.2mm[kt],mass_tot_l=0.1mm[kt]
1995-10-01,15.23576138445036,27.642849,473.52377,318.12183,0.08816408235462245,6.20569203821297,2.0862281,15.480027,104.95888,261.7804,250.46997,103.25991,32.571507,17.804247,12.166606,8.199672,5.0740156,3.0398529,1.911417,1.2386849,0.7892827,0.5109527
1995-11-01,14.658385426625676,27.538935,480.26337,316.69278,0.08941754856475499,6.034669393154406,2.1161294,15.575282,105.60306,263.3945,252.02937,103.929146,32.80677,17.940538,12.26058,8.263453,5.1125245,3.0625832,1.9258461,1.2478017,0.7951853,0.514836
1995-12-01,13.766467327965007,27.232067,484.35443,317.11157,0.0890838465594128,5.937168426539113,2.1074793,15.648309,106.101494,264.64273,253.25954,104.481094,33.019672,18.072119,12.354263,8.328337,5.1524024,3.086347,1.9408407,1.2578075,0.80158824,0.519019
1996-01-01,13.848550999057515,26.969809,483.11868,322.8032,0.08809201338390861,5.971357195459714,2.0837593,15.723722,106.61086,265.92157,254.49956,105.01829,33.21423,18.189991,12.440753,8.390776,5.190252,3.1085203,1.9547496,1.2669438,0.80728674,0.5226532
1996-02-01,13.528056270851792,27.013313,480.8567,329.04996,0.08724479830509188,6.297338264813254,2.063361,15.795463,107.09931,267.14267,255.69165,105.54342,33.406227,18.306606,12.522706,8.447021,5.223487,3.1274238,1.9672722,1.2759235,0.8126964,0.52593505
1996-03-01,14.703133537904742,27.088957,483.47885,331.0238,0.0873859952515657,6.513557835392518,2.066557,15.883741,107.69882,268.63333,257.1214,106.12873,33.590263,18.408928,12.593574,8.495679,5.2528687,3.1447191,1.9788867,1.2840136,0.8175175,0.5289204
1996-04-01,15.341533623212232,27.659409,489.7014,329.74548,0.08762969329373842,6.633005492871534,2.072631,15.98942,108.41492,270.41736,258.8181,106.81771,33.79755,18.519712,12.669422,8.547536,5.284294,3.1630292,1.9906077,1.2917778,0.82253486,0.53220606
1996-05-01,15.591241814057192,27.833252,496.40332,328.3261,0.08947311317481692,6.535267258359938,2.1168292,16.093914,109.12005,272.1749,260.49652,107.50028,34.006687,18.632658,12.745206,8.597812,5.3160424,3.1825123,2.0033882,1.3003652,0.82824594,0.5360387
1996-06-01,15.124112341368997,27.509832,496.72952,333.3535,0.09003425981348538,6.514170228152175,2.1304753,16.187603,109.75737,273.76617,262.02228,108.139626,34.214108,18.74899,12.824732,8.6529665,5.3506308,3.2035306,2.0168645,1.3092542,0.83417976,0.5400267
1996-07-01,15.563594649514481,27.71189,498.42603,337.06522,0.0889881283934371,6.5316351979523395,2.1057026,16.295263,110.48703,275.58002,263.74838,108.83725,34.424137,18.86277,12.902088,8.703823,5.382421,3.2228475,2.0286114,1.3166852,0.8392475,0.5434931
1996-08-01,16.05940883350469,28.252054,500.2483,340.86462,0.08964114755580153,6.516235017165991,2.1213357,16.415398,111.3019,277.60733,265.664,109.59649,34.638924,18.973787,12.977782,8.7545,5.412322,3.2400513,2.0395384,1.3237928,0.843988,0.5467186
1996-09-01,16.113642219190975,28.512117,504.2914,342.39072,0.0913877570298316,6.547340064814725,2.1628861,16.52955,112.07504,279.5284,267.48038,110.31749,34.844433,19.076725,13.043862,8.7963085,5.4361196,3.2533886,2.0488775,1.3310107,0.8486876,0.54983807
1996-10-01,15.898213994796645,28.916899,510.34186,341.90878,0.09223009927699707,6.496078652330073,2.1824775,16.642458,112.840996,281.4426,269.31058,111.069084,35.083145,19.208735,13.132131,8.854657,5.469956,3.2724435,2.061855,1.3400805,0.8545069,0.55362046
1996-11-01,15.295733665699604,28.808727,517.5096,340.25293,0.09353865509701322,6.317450864616499,2.2136955,16.74154,113.50942,283.11505,270.93127,111.76448,35.327534,19.350584,13.229793,8.920931,5.5098605,3.295884,2.0767741,1.3495454,0.860626,0.55765915
1996-12-01,14.365034868276108,28.488426,521.8988,340.53952,0.09319131065920803,6.2156544153395945,2.204687,16.817083,114.02511,284.4091,272.20413,112.33691,35.548588,19.487194,13.327051,8.988305,5.551159,3.3204958,2.092383,1.3599417,0.86729217,0.56200576
1997-01-01,14.450687546575407,28.214417,520.46454,346.5944,0.09215605565915184,6.251383819749726,2.1799247,16.894846,114.55408,285.72968,273.49026,112.8934,35.75105,19.609814,13.417011,9.053244,5.5905213,3.3434503,2.1068168,1.3694617,0.87320936,0.5657844
1997-02-01,14.11625767171408,28.261257,517.84717,353.33945,0.09127088203772017,6.591757548212543,2.1586108,16.969322,115.05965,286.9946,274.72772,113.43747,35.950516,19.731133,13.5022745,9.111808,5.6249266,3.3630092,2.1197605,1.3787879,0.8788348,0.56918633
1997-03-01,15.342427429865781,28.341019,520.5027,355.44904,0.09142291003542666,6.8175396778293695,2.1620548,17.06089,115.68088,288.54443,276.20453,114.04419,36.141476,19.837135,13.575842,9.162392,5.655343,3.3808641,2.1317832,1.3871701,0.88385075,0.57229185
1997-04-01,16.008585222339047,28.935377,527.10034,353.98117,0.09167987156353889,6.941705668638472,2.1684587,17.170673,116.42378,290.39462,277.9674,114.76002,36.35697,19.952175,13.654509,9.215933,5.687868,3.3997781,2.143921,1.3952558,0.8890495,0.57570356
1997-05-01,16.269150753271973,29.114288,534.29626,352.26962,0.09360053115532523,6.838656536343755,2.2145119,17.278893,117.15668,292.21957,279.707,115.46994,36.57379,20.069475,13.733057,9.268063,5.7206798,3.4199243,2.1571772,1.4041582,0.8949731,0.5796937
1997-06-01,15.781710438825135,28.775108,534.5301,357.59518,0.09417803546604497,6.815779566779982,2.228558,17.376173,117.816246,293.86908,281.29224,116.13265,36.789223,20.190342,13.815676,9.325367,5.756554,3.4417138,2.1711543,1.413417,0.90116286,0.58383733
1997-07-01,16.24030148692038,28.984999,536.12897,361.61447,0.09308093439204522,6.833820840750377,2.2025769,17.488102,118.57519,295.75137,283.08536,116.85731,37.00782,20.308777,13.896208,9.37816,5.7895746,3.4617693,2.1833558,1.421115,0.90641874,0.5874394
1997-08-01,16.757673727127333,29.5487,537.89026,365.6921,0.09375926681589108,6.818076131973176,2.2188165,17.61285,119.420204,297.85907,285.07742,117.64709,37.231487,20.424234,13.974875,9.430955,5.8206286,3.4795687,2.1946402,1.4284928,0.9113526,0.59079427
1997-09-01,16.814265186493653,29.819534,542.12964,367.23788,0.09558195142829544,6.85102108081137,2.26218,17.731392,120.224464,299.85593,286.9648,118.395744,37.4444,20.531414,14.043428,9.474401,5.8451753,3.4932053,2.204297,1.435992,0.9162308,0.5940277
1997-10-01,16.589470118789613,30.242035,548.5698,366.58002,0.09645919855846892,6.797884542079812,2.2825832,17.848635,121.01939,301.84296,288.86554,119.17734,37.692886,20.66866,14.135212,9.53482,5.8800545,3.512828,2.2177167,1.4454193,0.9222698,0.5979581
1997-11-01,15.960793877547363,30.129467,556.18555,364.68817,0.0978250319203369,6.611390948636954,2.3151698,17.951475,121.71498,303.58075,290.5478,119.89894,37.94705,20.815868,14.236582,9.603648,5.9213896,3.5370696,2.2331736,1.45523,0.9286408,0.6021642
1997-12-01,14.989628192238047,29.795311,560.88855,364.83542,0.09746356031152871,6.505171792065457,2.3057911,18.029823,122.2493,304.9203,291.86542,120.491875,38.176685,20.958073,14.337899,9.6738,5.964236,3.5625372,2.2493505,1.466036,0.9355632,0.60668445
1998-01-01,15.079005058576977,29.509106,559.24963,371.2684,0.09638354898754976,6.542491906209124,2.2799537,18.110552,122.79784,306.28882,293.20056,121.071014,38.387096,21.085686,14.431353,9.741328,6.0050435,3.5863533,2.2643323,1.4759551,0.94172114,0.6106029
1998-02-01,14.730034135323692,29.559465,556.2623,378.53436,0.0954589911404466,6.897874772780537,2.257691,18.187796,123.31831,307.59723,294.48056,121.63436,38.594437,21.21181,14.520155,9.802269,6.0407715,3.606607,2.2777958,1.4856528,0.94756305,0.6141574
1998-03-01,16.009517891805952,29.643604,558.9523,380.7873,0.09562241952361179,7.133635663619489,2.2613964,18.282692,123.962616,309.2058,296.01617,122.2646,38.79251,21.3223,14.596396,9.854699,6.072322,3.6250038,2.290211,1.4943621,0.95277464,0.6173737
1998-04-01,16.7046402996595,30.263002,565.9421,379.1228,0.09589347938711573,7.262752709640251,2.26815,18.396547,124.73404,311.12704,297.8467,123.00881,39.016438,21.44184,14.678256,9.910152,6.105861,3.6445768,2.302786,1.5027666,0.95817906,0.62091964
1998-05-01,16.97653524904269,30.447403,573.65314,377.10745,0.09789505764538761,7.154246253127321,2.3161454,18.50903,125.494675,313.02148,299.65305,123.74497,39.24205,21.563826,14.759674,9.964191,6.1399083,3.6654148,2.3164823,1.5120173,0.96434015,0.62506455
1998-06-01,16.467900975164127,30.092026,573.7933,382.74335,0.09849027592334679,7.129560722106847,2.3306253,18.610012,126.17955,314.7317,301.30005,124.43256,39.466137,21.689445,14.845604,10.023644,6.177119,3.6880286,2.331008,1.5216284,0.9707466,0.6293772
1998-07-01,16.946431613361,30.310085,575.2883,387.08615,0.09734077019593701,7.148159808239379,2.303402,18.726162,126.965706,316.68936,303.1609,125.18383,39.692947,21.812746,14.929494,10.078677,6.2115083,3.7088888,2.3436775,1.5296403,0.97621816,0.6331332
1998-08-01,17.48629925648203,30.89822,576.98376,391.4586,0.09804551246240531,7.13201317401563,2.3202744,18.855917,127.84688,318.88126,305.2327,126.00397,39.926125,21.932795,15.011265,10.133521,6.2437096,3.7272985,2.3554099,1.5373026,0.9813343,0.6366205
1998-09-01,17.5453513188359,31.180227,581.4281,393.02606,0.09994719860773216,7.166847003614552,2.3655205,18.979244,128.68121,320.95685,307.19528,126.7836,40.14749,22.044214,15.082557,10.178665,6.269006,3.741307,2.3653398,1.5450882,0.98641795,0.63998055
1998-10-01,17.310782136426603,31.621162,588.27704,392.18457,0.10086062041706281,7.111793636373274,2.3867648,19.101091,129.50911,323.0235,309.1686,127.59653,40.40547,22.186995,15.177803,10.241404,6.305101,3.7615418,2.3792346,1.5548742,0.99270445,0.6440658
1998-11-01,16.654770981846934,31.504023,596.3613,390.04626,0.10228604272619353,6.917147676702218,2.4207754,19.207825,130.22899,324.82642,310.91428,128.34642,40.669853,22.340355,15.283288,10.313016,6.3478804,3.7865863,2.3952472,1.565081,0.99932617,0.6484366
1998-12-01,15.641378903837067,31.155554,601.39417,390.04724,0.10190991439326988,6.806362401223368,2.4110126,19.288946,130.78426,326.2169,312.28384,128.96152,40.908703,22.488245,15.388578,10.385927,6.3924136,3.8129454,2.4120631,1.5763357,1.00653,0.65314543
1999-01-01,15.734641886328426,30.856682,599.54395,396.8739,0.10078365035635696,6.84532763323048,2.384065,19.372726,131.35194,327.63422,313.665,129.56194,41.126907,22.62082,15.486034,10.456138,6.434797,3.8376915,2.4276226,1.5866371,1.0129384,0.65722334
1999-02-01,15.370497668271511,30.910736,596.1717,404.6835,0.09981817711571828,7.216366973151031,2.3608155,19.452356,131.89577,328.9948,314.9927,130.14755,41.342785,22.75223,15.578313,10.519681,6.4718776,3.8586442,2.4415627,1.5967481,1.019003,0.6609184
1999-03-01,16.705613521699213,30.9995,598.8977,407.08777,0.09999357834984106,7.4625424896688575,2.3647957,19.55093,132.56496,330.6614,316.5864,130.80103,41.548836,22.867062,15.657555,10.574135,6.5045123,3.8776197,2.4544556,1.6057872,1.0244234,0.66426355
1999-04-01,17.430959929651817,31.645107,606.296,405.21915,0.10027955096166927,7.596848017021766,2.3719192,19.669472,133.36613,332.65726,318.48746,131.57512,41.78193,22.991564,15.742164,10.631715,6.5392675,3.8978488,2.467467,1.6145105,1.030051,0.6679478
1999-05-01,17.714676901867602,31.835405,614.5456,402.8879,0.10236582410698264,7.48271823127501,2.4219472,19.7861,134.1556,334.6259,320.36655,132.33989,42.01651,23.118217,15.826766,10.687683,6.5744553,3.9194288,2.4817016,1.6241351,1.036434,0.6722594
1999-06-01,17.18392715282898,31.463316,614.5896,408.8466,0.10298006345863554,7.4561864099743955,2.4368916,19.89099,134.86801,336.40253,322.07596,133.0553,42.24918,23.24876,15.916071,10.749498,6.6131682,3.9429088,2.4967985,1.6341212,1.0431336,0.676748
1999-07-01,17.683264356736945,31.689905,615.9747,413.52966,0.10177652107462572,7.475330679636384,2.408388,20.01174,135.6854,338.43793,324.01117,133.8394,42.48551,23.377552,16.003479,10.8067875,6.6489463,3.9645836,2.509984,1.642459,1.0488381,0.6806534
1999-08-01,18.246605505408677,32.30344,617.59906,418.21347,0.1025088106907954,7.458728334858746,2.425921,20.146719,136.6,340.71414,326.165,134.69153,42.728004,23.502222,16.088554,10.863966,6.682366,3.9836528,2.5221467,1.6504297,1.0541524,0.68428373
1999-09-01,18.308225158043456,32.597034,622.25775,419.8045,0.10449261550412921,7.495506646017639,2.4731236,20.27498,137.46646,342.8739,328.20813,135.50133,42.95806,23.618444,16.16266,10.91083,6.708512,3.9981146,2.532405,1.6585199,1.0594229,0.6877791
1999-10-01,18.063456881327483,33.057156,629.53455,418.7708,0.10544357437936079,7.438483433145446,2.4952404,20.401468,138.3276,345.01883,330.25815,136.34702,43.226814,23.766771,16.261501,10.9760475,6.7458763,4.018953,2.5467937,1.6686852,1.0659591,0.69202816
1999-11-01,17.378922288318854,32.935276,638.1084,416.37625,0.10693102477709154,7.235374522406792,2.5307333,20.51233,139.07674,346.89633,332.0703,137.1267,43.501747,23.926283,16.371284,11.050483,6.7902355,4.0448666,2.5634127,1.679325,1.0728638,0.6965727
1999-12-01,16.321467809327366,32.57198,643.4877,416.2236,0.1065396688001964,7.1198649680151975,2.5205717,20.596676,139.65202,348.3345,333.49405,137.76657,43.750607,24.080408,16.481106,11.126403,6.8364716,4.0722313,2.5808563,1.6910226,1.080361,0.701461
2000-01-01,16.418785876736447,32.259937,641.41925,423.45984,0.1053655057044033,7.160533784549142,2.4924734,20.683348,140.24158,349.8083,334.92566,138.38976,43.977573,24.218435,16.582443,11.199549,6.880553,4.097849,2.5970075,1.7017448,1.0870321,0.7057183
2000-02-01,16.03880862731948,32.317863,637.6469,431.836,0.10435748528993939,7.547907775707983,2.4681993,20.766346,140.8055,351.21555,336.30658,138.99864,44.202244,24.355167,16.678606,11.265538,6.919079,4.119615,2.6114917,1.7122445,1.0933422,0.7095661
2000-03-01,17.43197546749474,32.4115,640.40967,434.3997,0.10454543806003166,7.804953876700785,2.4724674,20.868774,141.49988,352.94925,337.9604,139.67775,44.416374,24.4745,16.760897,11.322164,6.9528823,4.139313,2.624867,1.7216661,1.0989715,0.7130432
2000-04-01,18.188860018453703,33.084526,648.23474,432.31976,0.10484712730916496,7.944691308847764,2.4799802,20.99159,142.33244,355.02362,339.93576,140.48192,44.658527,24.604147,16.849236,11.381927,6.988878,4.1602654,2.638342,1.7307383,1.104807,0.71686643
2000-05-01,18.48491303637809,33.281116,657.04565,429.66003,0.1070219879530886,7.82475430145629,2.5321343,21.113056,143.15358,357.0712,341.88983,141.27676,44.902554,24.736067,16.937042,11.440007,7.0253835,4.182605,2.6531107,1.7407203,1.111462,0.7213646
2000-06-01,17.93108622884403,32.89176,656.9908,435.9546,0.10765652363556959,7.796330744291143,2.5475748,21.221994,143.8932,358.91605,343.66586,142.0195,45.144653,24.872124,17.030056,11.504365,7.06564,4.2070384,2.668816,1.7511375,1.1184387,0.7260353
2000-07-01,18.45213467026912,33.127235,658.26044,440.99524,0.1063971334335437,7.816012756212817,2.5177479,21.347502,144.7414,361.03204,345.68057,142.8347,45.391045,25.006077,17.121122,11.564068,7.102855,4.2295947,2.6825418,1.7598131,1.1243637,0.7301004
2000-08-01,19.039969955140297,33.767193,659.80853,446.007,0.10715815478769596,7.798903799748442,2.5359688,21.487747,145.69377,363.3987,347.91812,143.72284,45.643394,25.136118,17.209501,11.623508,7.1375866,4.249384,2.6951451,1.7680922,1.1299163,0.73387086
2000-09-01,19.104268837168775,34.072826,664.6911,447.6236,0.10922738693527408,7.837688364043735,2.5852063,21.621033,146.59502,365.64566,350.04285,144.56435,45.882977,25.256691,17.286692,11.672254,7.164565,4.264213,2.705793,1.7765003,1.1353942,0.7375098
2000-10-01,18.8488580083841,34.552933,672.4157,446.38922,0.11021734020750591,7.778632588749421,2.6082306,21.752848,147.4898,367.87686,352.1729,145.44313,46.162273,25.411386,17.38946,11.739964,7.2032795,4.2856975,2.7206712,1.7870992,1.1421752,0.74193096
2000-11-01,18.134559774650977,34.426113,681.5009,443.72763,0.11176938560520695,7.566727433350245,2.6452668,21.86799,148.26964,369.82126,354.06064,146.25453,46.448803,25.577297,17.50387,11.81735,7.249261,4.312549,2.7378995,1.7981347,1.1493533,0.7466643
2000-12-01,17.031127056551256,34.047443,687.243,443.4143,0.11136219056693682,7.446321675911656,2.6346898,21.955385,148.86612,371.3199,355.53442,146.9197,46.707092,25.73768,17.618158,11.896365,7.297345,4.340976,2.7560353,1.8103211,1.1571662,0.75176007
2001-01-01,17.13267652442415,33.721695,684.9494,451.0764,0.11013834232477628,7.488756545085299,2.6053994,22.045439,149.47733,372.84677,357.0226,147.56644,46.943336,25.881348,17.723623,11.972621,7.343147,4.3675647,2.7728233,1.8214788,1.1640993,0.75617945
2001-02-01,16.736177821671394,33.78367,680.7616,460.0428,0.10908604424815314,7.893174627949486,2.5800579,22.131401,150.06194,374.31198,358.45132,148.19743,47.177113,26.023705,17.823648,12.041385,7.383158,4.390091,2.7878773,1.8324167,1.1706805,0.76018053
2001-03-01,18.189919711995717,33.882435,683.5628,462.77466,0.10928713669616283,8.161567735850737,2.5846276,22.237669,150.78323,376.11035,360.1713,148.90573,47.400047,26.147966,17.909357,12.100147,7.4181867,4.4105225,2.8017247,1.8422267,1.1765364,0.76379454
2001-04-01,18.979713687949047,34.584126,691.83264,460.47485,0.1096053466710926,8.306987589671104,2.5925496,22.365583,151.64969,378.2647,362.2259,149.74075,47.652557,26.282974,18.000969,12.162226,7.45558,4.4321904,2.8157308,1.8516564,1.1826104,0.76778394
2001-05-01,19.2886391242302,34.787388,701.2289,457.47406,0.11187281812420725,8.181042757399675,2.646926,22.491783,152.5034,380.3943,364.25864,150.56703,47.90591,26.420242,18.092283,12.222518,7.493447,4.4554024,2.8310704,1.8620365,1.1895394,0.772467
2001-06-01,18.710731865114326,34.380157,701.07227,464.1187,0.11252891069260804,8.15067525056135,2.6628926,22.605005,153.27092,382.31238,366.0991,151.34021,48.157875,26.561905,18.189201,12.28953,7.5353317,4.4808207,2.8474052,1.8728848,1.1967949,0.77733153
2001-07-01,19.254435551093916,34.624905,702.2203,469.5344,0.11121169470753389,8.170892175814336,2.6316957,22.735342,154.15393,384.51093,368.19485,152.18805,48.41455,26.701145,18.283873,12.351739,7.5740123,4.5042825,2.8616624,1.8818831,1.2029847,0.7815702
2001-08-01,19.867829979948155,35.29237,703.6873,474.8902,0.11200268384454413,8.153227917926456,2.6506348,22.881678,155.143,386.97305,370.52332,153.11298,48.67684,26.836851,18.376215,12.413657,7.610145,4.524814,2.8747456,1.890514,1.2087389,0.78549546
2001-09-01,19.934924584564232,35.61052,708.8033,476.53427,0.11416084201830963,8.194086367358285,2.701991,23.020235,156.08069,389.3125,372.736,153.98737,48.926727,26.962212,18.456268,12.464222,7.638093,4.540114,2.8857548,1.899269,1.2144469,0.7892805
2001-10-01,19.66840846435568,36.11145,716.9964,475.09097,0.11519134045043712,8.13292682154419,2.7259574,23.157154,157.01294,391.62656,374.95203,154.90154,49.217415,27.123232,18.563532,12.534597,7.678142,4.562304,2.9012012,1.9102741,1.2215036,0.7938772
2001-11-01,18.923052463467886,35.979485,726.6155,472.1515,0.11681068073366485,7.911870197853885,2.7646017,23.27688,157.82167,393.6555,376.9124,155.74486,49.515747,27.296434,18.682497,12.615186,7.725855,4.5901484,2.9190536,1.9217479,1.2289989,0.79880047
2001-12-01,17.771642367277124,35.584843,732.7373,471.67,0.1163869954671567,7.786383192109893,2.7535927,23.367588,158.43999,395.20917,378.4475,156.43547,49.784504,27.46333,18.801155,12.69743,7.7756515,4.619567,2.9379125,1.9344106,1.2371129,0.8041192
2002-01-01,17.877607217379666,35.244823,730.2114,479.77466,0.11511154120509487,7.830650643877352,2.723064,23.461058,159.07587,396.79547,379.99066,157.10855,50.03002,27.613003,18.911224,12.776794,7.8232756,4.647206,2.9553473,1.9460436,1.2443365,0.80871725
2002-02-01,17.463868706650807,35.31104,725.5917,489.35645,0.11401313889652398,8.252854216719973,2.6966114,23.550358,159.6821,398.31198,381.47733,157.76477,50.27355,27.761078,19.015417,12.848352,7.864925,4.67064,2.9709666,1.9573859,1.2511789,0.8128768
2002-03-01,18.980819457084863,35.415176,728.43256,492.26385,0.11422797379551537,8.533091644404653,2.701496,23.660685,160.43192,400.1842,383.26077,158.49858,50.50515,27.890602,19.104614,12.909623,7.9012175,4.691765,2.9853768,1.9676088,1.2572753,0.81664306
2002-04-01,19.80495376351488,36.146816,737.1663,489.73636,0.11456351268162109,8.68445253044611,2.7098475,23.793669,161.33333,402.42346,385.3989,159.36932,50.767845,28.031012,19.19979,12.974099,7.9400334,4.714253,2.9999332,1.9774076,1.263604,0.82080096
2002-05-01,20.127311312343814,36.357155,747.1723,486.38132,0.11692776109367228,8.552283323844131,2.7665467,23.924957,162.21957,404.63516,387.50842,160.22935,51.03233,28.173954,19.294786,13.0366745,7.9793434,4.7383814,3.0158381,1.9882239,1.2708184,0.82566446
2002-06-01,19.524276580915974,35.931385,746.91095,493.3909,0.11760666668981504,8.519913570949086,2.78307,24.042494,163.01834,406.62646,389.42743,161.03358,51.294937,28.321493,19.39566,13.106304,8.022903,4.764781,3.0328622,1.9995147,1.2783678,0.8307423
2002-07-01,20.091620564019124,36.185802,747.9312,499.199,0.11622948856070973,8.540666704752255,2.7504523,24.178299,163.93776,408.91803,391.60614,161.91551,51.56201,28.466932,19.494373,13.171288,8.063248,4.7891583,3.0476892,2.0089004,1.2848053,0.8351425
2002-08-01,20.73168545129765,36.881916,749.31195,504.9167,0.11705173603215904,8.522400139247056,2.7701402,24.329988,164.96626,411.4785,394.02753,162.8754,51.83531,28.607956,19.5903,13.235707,8.100762,4.8104534,3.0612953,2.0178778,1.290799,0.83923227
2002-09-01,20.80169733683239,37.213093,754.67206,506.59015,0.1193025117285968,8.565405663462544,2.8237028,24.474588,165.94408,413.91327,396.33035,163.78665,52.094822,28.738632,19.673857,13.288531,8.129728,4.8262873,3.0726976,2.026975,1.2967347,0.8431689
2002-10-01,20.523593065885812,37.735714,763.35455,504.9284,0.12037520097652386,8.502063575052903,2.8486502,24.616869,166.9094,416.32382,398.63208,164.73866,52.398273,28.90641,19.785154,13.361591,8.171221,4.8491836,3.0887077,2.0384538,1.3040928,0.8479708
2002-11-01,19.745828902651176,37.598396,773.53094,501.69943,0.1220646701325061,8.271478847073704,2.8889697,24.741228,167.75264,418.42868,400.67206,165.61629,52.707825,29.086699,19.908981,13.445413,8.220895,4.8780737,3.1072457,2.0504007,1.3118496,0.8530886
2002-12-01,18.54435536659982,37.187153,780.0503,501.04227,0.12162380705950641,8.140712889521868,2.8775108,24.835623,168.39651,420.04272,402.26404,166.33322,52.987995,29.26059,20.03274,13.531094,8.2727165,4.9086676,3.1268432,2.063624,1.3203254,0.85862637
2003-01-01,18.654927580245534,36.83226,777.28406,509.60754,0.12029469656882404,8.186883491919255,2.8456943,24.932686,169.0552,421.69394,403.87112,167.03416,53.244125,29.416645,20.147303,13.613959,8.322302,4.9373894,3.1450007,2.0757098,1.3278486,0.8634249
2003-02-01,18.22319967276011,36.90291,772.2158,519.82965,0.11914826609444168,8.627646820966568,2.8180842,25.025394,169.6859,423.26956,405.4132,167.7158,53.497097,29.5708,20.256027,13.688446,8.365619,4.9617834,3.1612353,2.0875525,1.3349799,0.8677612
2003-03-01,19.806107611616508,37.012672,775.0983,522.92145,0.11937746162289357,8.920247350426445,2.823299,25.14023,170.46553,425.2133,407.2702,168.48138,53.738667,29.70565,20.349035,13.752099,8.403319,4.983639,3.1761851,2.0981562,1.3413286,0.8716748
2003-04-01,20.666075369936074,37.775604,784.3157,520.15735,0.11973114940477111,9.077816863386461,2.8320997,25.278433,171.3996,427.5387,409.4917,169.38545,54.011913,29.851921,20.447922,13.819051,8.443623,5.0069623,3.191282,2.1083734,1.3479185,0.8760059
2003-05-01,21.002449061069814,37.9934,794.95703,516.4345,0.122196498216506,8.939191388289547,2.8912246,25.41484,172.32425,429.84283,411.688,170.2806,54.287052,30.00072,20.546343,13.8841305,8.484367,5.0319695,3.2078557,2.1196313,1.3554178,0.88106626
2003-06-01,20.373194312021358,37.54838,794.5868,523.82446,0.12289948126714212,8.904755446421301,2.9083352,25.537067,173.15186,431.91632,413.68265,171.11581,54.56044,30.154575,20.651302,13.956536,8.529703,5.0594215,3.2255712,2.1313715,1.3633019,0.88635314
2003-07-01,20.96520647501308,37.812893,795.4736,530.043,0.12146004992155636,8.926049833561294,2.874243,25.678381,174.10974,434.2964,415.94916,172.03455,54.83828,30.305958,20.754295,14.024237,8.571667,5.084787,3.2410235,2.1411664,1.3699883,0.8909407
2003-08-01,21.633101455233437,38.538853,796.76355,536.1403,0.12231490457640413,8.907135126467038,2.894712,25.836231,175.18094,436.96042,418.47134,173.03487,55.12297,30.45299,20.85453,14.091504,8.61079,5.107002,3.255141,2.1504815,1.3762189,0.895204
2003-09-01,21.706157465387694,38.883587,802.3779,537.8452,0.1246621834858325,8.952366354673497,2.9505737,25.986618,176.19836,439.48892,420.86356,173.98355,55.393982,30.58901,20.941261,14.1462555,8.640812,5.1233215,3.2669823,2.1599557,1.3824028,0.8993039
2003-10-01,21.41596118961194,39.42883,811.5718,535.956,0.1257788034481482,8.886756081514982,2.9765422,26.134895,177.20581,442.00214,423.26086,174.97282,55.70913,30.763618,21.057352,14.222262,8.683749,5.147051,3.283578,2.1719227,1.3900831,0.90429306
2003-11-01,20.604379753504116,39.28594,822.3295,532.426,0.1275413738581861,8.646245402999046,3.018608,26.264252,178.08005,444.18848,425.38422,175.88693,56.032303,30.95172,21.186607,14.3097105,8.735409,5.1769843,3.302821,2.1843688,1.3981476,0.90963566
2003-12-01,19.35066601362341,38.857407,829.2642,531.58527,0.1270826070341071,8.509990387117432,3.0066805,26.362011,178.74794,445.86856,427.0388,176.63306,56.323917,31.132622,21.31536,14.398801,8.78935,5.2088194,3.3232224,2.1981006,1.4069655,0.915409
2004-01-01,19.466045919494874,38.48702,826.2499,540.6287,0.12569766145163955,8.558138791996496,2.973524,26.463093,179.43315,447.58078,428.70636,177.35957,56.590553,31.295177,21.434683,14.485135,8.840846,5.238664,3.3420908,2.2107182,1.4148129,0.9203965
2004-02-01,19.015546434268348,38.562294,820.7159,551.5181,0.12450117890372703,9.018270127076503,2.9447076,26.559406,180.08813,449.22165,430.31073,178.06868,56.85395,31.456007,21.547949,14.5628,8.885912,5.2639194,3.3589795,2.2230294,1.4222416,0.92490184
2004-03-01,20.66727938748232,38.67795,823.64185,554.80304,0.1247453733672712,9.32377472261179,2.9502668,26.678738,180.8968,451.24017,432.243,178.86308,57.105206,31.595991,21.644722,14.629053,8.925093,5.2866635,3.374518,2.2340965,1.4288474,0.9289911
2004-04-01,21.564638640190452,39.473557,833.3632,551.7932,0.1251180480735774,9.487830264093471,2.9595368,26.822456,181.87105,453.66193,434.55142,179.8041,57.389835,31.748032,21.747574,14.698642,8.966962,5.310886,3.390199,2.244719,1.4357034,0.9335029
